85	anti-b-quark	-3.25	14.03	36.9	39.8307
86	b-quark     	-9.86	66.88	0	67.732
86	anti-b-quark	-19.14	9.12	95	97.4268
87	W-boson     	-4.65	-9.46	75.53	110.801
87	W-boson     	-0.35	-76.54	15.47	112.066
88	b-quark     	45.24	2.76	61.2	76.2705
88	anti-b-quark	12.76	0.24	28.8	31.7772
89	b-quark     	-73.1	-34.65	-4.56	81.1326
89	anti-b-quark	-11.9	-42.35	-52.44	68.5752
90	b-quark     	16.8	-29.68	-39.95	52.6936
90	anti-b-quark	67.2	-23.32	-45.05	84.3009
91	b-quark     	-68.31	-2.1	-20	71.3312
91	anti-b-quark	-30.69	-18.9	-20	41.4314
92	W-boson     	10.92	23.68	15.3	85.878
92	W-boson     	1.08	40.32	1.7	89.9483
93	b-quark     	-25.74	9.72	-18.62	33.4844
93	anti-b-quark	-0.26	26.28	-19.38	32.9206
94	b-quark     	-4.24	-2.4	36.49	37.0504
94	anti-b-quark	-48.76	-3.6	4.51	49.2779
95	b-quark     	-28.16	7.92	20.79	36.1304
95	anti-b-quark	-35.84	1.08	6.21	36.6293
96	Tau-lepton  	-12.96	13.43	-21.12	28.2407
96	Tau-lepton  	-5.04	65.57	-42.88	78.5282
97	b-quark     	-67.76	-32.67	-12.96	76.4472
97	anti-b-quark	-9.24	-66.33	-23.04	70.9462
98	b-quark     	56.95	0.92	-29.04	64.0698
98	anti-b-quark	10.05	1.08	-3.96	11.6328
99	b-quark     	-78.26	4.62	-4.5	78.6365
99	anti-b-quark	-12.74	2.38	-20.5	24.6109
100	b-quark     	-4.7	8.4	52.44	53.4797
100	anti-b-quark	-89.3	21.6	16.56	93.4492
101	b-quark     	49.4	-60.35	0.32	78.1029
101	anti-b-quark	45.6	-10.65	0.68	47.0183
102	b-quark     	-51.46	-37.62	10.92	64.8083
102	anti-b-quark	-10.54	-28.38	73.08	79.2128
103	W-boson     	-90.24	9.61	-19.6	122.804
103	W-boson     	-5.76	21.39	-0.4	83.3775
104	b-quark     	-24.64	11.04	-4.2	27.6428
104	anti-b-quark	-19.36	57.96	-2.8	61.3146
105	b-quark     	21.84	-31.04	32.19	49.9413
105	anti-b-quark	30.16	-0.96	54.81	62.7069
106	b-quark     	-17.67	-13.94	48.64	53.7576
106	anti-b-quark	-13.33	-20.06	15.36	28.8703
107	W-boson     	0.48	42.57	-26.56	94.7566
107	W-boson     	7.52	56.43	-56.44	113.522
108	b-quark     	-45.6	-34.65	-32.64	66.0517
108	anti-b-quark	-14.4	-0.35	-1.36	15.06
109	b-quark     	-11.28	-3.08	-33.15	35.3994
109	anti-b-quark	-82.72	-3.92	-5.85	83.1244
110	W-boson     	-79.2	-21.12	52.8	126.362
110	W-boson     	-19.8	-0.88	2.2	82.8167
111	Z-boson     	76.56	-4.29	31.82	123.321
111	Z-boson     	10.44	-28.71	42.18	105.014
112	b-quark     	13.68	0.58	-22.95	27.0491
112	anti-b-quark	24.32	0.42	-62.05	66.7781
113	b-quark     	-74.48	67.23	13.65	101.346
113	anti-b-quark	-23.52	13.77	1.35	27.6061
114	b-quark     	1.92	-2.75	-7.65	9.34044
114	anti-b-quark	6.08	-2.25	-7.35	10.6548
115	b-quark     	-36	-16.1	-43.31	58.7234
115	anti-b-quark	-4	-53.9	-17.69	57.023
116	Tau-lepton  	5.82	-34.03	44.02	55.9717
116	Tau-lepton  	0.18	-48.97	17.98	52.197
117	b-quark     	4.56	24.75	4.7	25.9407
117	anti-b-quark	52.44	74.25	5.3	91.1514
118	b-quark     	-16.77	-19.6	-19.68	32.7134
118	anti-b-quark	-26.23	-8.4	-62.32	68.2629
119	b-quark     	-68.64	-11.7	-21.7	73.0527
119	anti-b-quark	-19.36	-3.3	-13.3	24.0845
120	b-quark     	-14.24	-39.6	-70.5	82.2111
120	anti-b-quark	-1.76	-0.4	-23.5	23.937
121	Tau-lepton  	-14.52	28.42	73.26	79.9294
121	Tau-lepton  	-18.48	29.58	25.74	43.3842
122	b-quark     	-31.5	3.85	42.88	53.5092
122	anti-b-quark	-58.5	31.15	21.12	69.6857
123	b-quark     	-4.4	12.32	9.68	16.8023
123	anti-b-quark	-50.6	43.68	78.32	103.052
124	b-quark     	-38.69	0	56.4	68.5226
124	anti-b-quark	-34.31	0	37.6	51.0726
125	b-quark     	1.56	70.47	-13.34	71.8602
125	anti-b-quark	76.44	10.53	-9.66	77.8765
126	b-quark     	43.47	5.22	88.32	98.665
126	anti-b-quark	25.53	81.78	7.68	86.1174
127	b-quark     	-0.9	-46.98	1.38	47.1944
127	anti-b-quark	-29.1	-40.02	0.62	49.6615
128	W-boson     	14.56	-8.7	-5.94	82.3645
128	W-boson     	37.44	-6.3	-48.06	101.055
129	Tau-lepton  	-10.92	-5.64	-58.56	59.8622
129	Tau-lepton  	-3.08	-41.36	-37.44	55.9021
130	b-quark     	-46.98	4.13	-36.8	59.9657
130	anti-b-quark	-7.02	54.87	-9.2	56.2326
131	W-boson     	-31.5	43.99	75.2	122.651
131	W-boson     	-58.5	9.01	18.8	101.577
132	b-quark     	-3.74	-36.55	-4.2	37.2156
132	anti-b-quark	-18.26	-6.45	-55.8	59.2127
133	Z-boson     	11.88	-30.4	8.12	97.1949
133	Z-boson     	87.12	-1.6	5.88	126.264
134	b-quark     	-41.76	-93.06	1.36	102.095
134	anti-b-quark	-30.24	-5.94	32.64	45.0842
135	b-quark     	-34.17	45.6	-2	57.1701
135	anti-b-quark	-16.83	34.4	-2	38.5757
136	b-quark     	23.8	-14.7	-12	30.7246
136	anti-b-quark	46.2	-27.3	-12	55.1471
137	W-boson     	4.8	35.64	-21.39	90.6186
137	W-boson     	25.2	8.36	-47.61	97.1215
138	Tau-lepton  	-8.4	22.4	7.68	25.1884
138	Tau-lepton  	-15.6	12.6	0.32	20.134
139	b-quark     	-37.2	26.27	36.4	58.4499
139	anti-b-quark	-24.8	44.73	3.6	51.4417
140	b-quark     	-5.7	-23.56	-47.74	53.7042
140	anti-b-quark	-9.3	-7.44	-14.26	19.0437
141	b-quark     	5.04	27.36	7.25	29.0518
141	anti-b-quark	8.96	44.64	17.75	49.0464
142	b-quark     	-14.1	-30.78	-2.24	34.1864
142	anti-b-quark	-15.9	-26.22	-25.76	40.266
143	Tau-lepton  	-33.88	35.91	0	49.4018
143	Tau-lepton  	-10.12	27.09	0	28.973
144	W-boson     	22.8	-44.28	0.52	94.5609
144	W-boson     	34.2	-37.72	51.48	108.183
145	b-quark     	-6.3	44.08	-70.55	83.5315
145	anti-b-quark	-7.7	31.92	-14.45	36.1172
146	b-quark     	24.12	-43.92	-41.76	65.3614
146	anti-b-quark	11.88	-17.08	-16.24	26.7221
147	b-quark     	-95.06	-24.05	-19.32	100.028
147	anti-b-quark	-2.94	-40.95	-64.68	76.7237
148	W-boson     	-38	-0.1	-68.06	111.969
148	W-boson     	-57	-1.9	-13.94	99.5383
149	b-quark     	18.86	-42.78	2.72	47.0181
149	anti-b-quark	27.14	-26.22	13.28	40.2231
150	W-boson     	39.33	5.28	4.8	89.7703
150	W-boson     	17.67	38.72	55.2	106.393
151	W-boson     	-62.31	11.31	0	102.33
151	W-boson     	-30.69	75.69	36	120.116
152	b-quark     	-7.68	-18	-3.25	20.2736
152	anti-b-quark	-0.32	-72	-61.75	94.9454
153	W-boson     	56.95	15.6	-75.44	125.055
153	W-boson     	10.05	49.4	-16.56	96.3148
154	b-quark     	-15	-1.72	35.1	38.4375
154	anti-b-quark	-10	-41.28	54.9	69.5379
155	b-quark     	55.68	-5.53	6.66	56.5037
155	anti-b-quark	40.32	-1.47	2.34	40.6302
156	b-quark     	-51.7	0.38	-1.92	51.9056
156	anti-b-quark	-3.3	37.62	-4.08	38.2135
157	b-quark     	0	7.2	-60.76	61.3277
157	anti-b-quark	98	16.8	-1.24	99.5251
158	W-boson     	53.58	60.35	4.92	114.009
158	W-boson     	3.42	10.65	1.08	81.1618
159	b-quark     	-5.9	3.4	-2.6	8.40252
159	anti-b-quark	-53.1	13.6	-23.4	59.7461
160	b-quark     	-64.32	43.4	-33.48	84.6109
160	anti-b-quark	-2.68	26.6	-59.52	65.3823
161	b-quark     	36.26	7.2	59.52	70.1907
161	anti-b-quark	61.74	64.8	33.48	95.6517
162	b-quark     	0	-38.54	83.72	92.2596
162	anti-b-quark	27	-43.46	8.28	51.9981
163	b-quark     	42.92	-33.66	-15.05	56.7371
163	anti-b-quark	15.08	-0.34	-19.95	25.3574
164	b-quark     	8.64	83.66	-69.3	109.058
164	anti-b-quark	27.36	10.34	-0.7	29.5541
165	b-quark     	29.48	-49.5	-90.21	107.12
165	anti-b-quark	14.52	-40.5	-2.79	43.3167
166	b-quark     	-47.2	54.75	15.18	73.9818
166	anti-b-quark	-32.8	18.25	6.82	38.3782
167	W-boson     	-3.43	20.9	0.18	83.1237
167	W-boson     	-45.57	34.1	1.82	98.5073
168	b-quark     	28.52	4.68	-22.5	36.8648
168	anti-b-quark	17.48	73.32	-7.5	75.8623
169	W-boson     	-47.43	-55.51	10.36	109.084
169	W-boson     	-45.57	-35.49	3.64	99.0473
170	Tau-lepton  	-70.52	-13.32	16.8	73.7285
170	Tau-lepton  	-15.48	-23.68	67.2	72.934
171	b-quark     	-0.76	-4.32	38.76	39.2307
171	anti-b-quark	-1.24	-3.68	29.24	29.7914
172	b-quark     	31.98	-44.02	12.19	55.9156
172	anti-b-quark	7.02	-17.98	10.81	22.5142
173	b-quark     	-11.48	35.1	2.25	37.2335
173	anti-b-quark	-29.52	29.9	2.75	42.314
174	W-boson     	11.2	-7.82	26.32	85.6754
174	W-boson     	23.8	-9.18	67.68	108.131
175	b-quark     	-45.59	50.4	-32.64	75.5079
175	anti-b-quark	-1.41	5.6	-18.36	19.6954
176	b-quark     	-55.44	-11.04	-17.94	59.4541
176	anti-b-quark	-7.56	-0.96	-8.06	11.8537
177	W-boson     	-14.72	50.6	0.9	96.1186
177	W-boson     	-1.28	41.4	14.1	91.517
178	b-quark     	-73.92	-35.52	37.8	90.3999
178	anti-b-quark	-22.08	-12.48	32.2	41.2018
179	Z-boson     	1.04	-5.44	-29.6	96.0336
179	Z-boson     	50.96	-10.56	-44.4	113.997
180	b-quark     	-14	49.92	-77	92.9219
180	anti-b-quark	-56	14.08	-23	62.2954
181	b-quark     	31.28	-19.24	10.45	38.4095
181	anti-b-quark	60.72	-6.76	8.55	61.832
182	b-quark     	-2.15	61.44	2.88	61.6868
182	anti-b-quark	-2.85	34.56	69.12	77.4439
183	b-quark     	-26.68	-23.32	-2.52	35.7696
183	anti-b-quark	-19.32	-29.68	-15.48	38.875
184	b-quark     	-4.06	2.86	44.55	45.0204
184	anti-b-quark	-53.94	23.14	36.45	69.2175
185	b-quark     	-1.8	-13.76	20.02	24.7154
185	anti-b-quark	-13.2	-29.24	5.98	32.9006
186	b-quark     	35.49	23.46	-13.2	44.7395
186	anti-b-quark	3.51	27.54	-30.8	41.6759
187	W-boson     	-0.33	-28.42	-40.42	94.3532
187	W-boson     	-32.67	-29.58	-2.58	91.7055
188	b-quark     	-6.84	59.63	45.76	75.5908
188	anti-b-quark	-2.16	29.37	6.24	30.392
189	b-quark     	-4.8	4.2	-0.6	7.64934
189	anti-b-quark	-19.2	10.8	-11.4	25.1538
190	b-quark     	3.52	-17.64	5.98	19.4112
190	anti-b-quark	12.48	-80.36	40.02	90.7334
191	b-quark     	-45.82	1.02	-5.49	46.3479
191	anti-b-quark	-12.18	1.98	-55.51	57.0185
192	b-quark     	21.28	12.16	44.73	51.1757
192	anti-b-quark	54.72	63.84	26.27	88.1896
193	b-quark     	-11.78	-20.68	2.5	24.2931
193	anti-b-quark	-7.22	-23.32	47.5	53.5693
194	W-boson     	-5.6	91.2	-31.32	125.661
194	W-boson     	-8.4	3.8	-26.68	85.1925
195	b-quark     	-2.48	-23.94	-5.39	25.016
195	anti-b-quark	-5.52	-14.06	-1.61	15.755
196	b-quark     	26.24	-0.94	-10.53	28.5968
196	anti-b-quark	55.76	-0.06	-2.47	55.971
197	W-boson     	11.28	39.36	-35.99	97.1219
197	W-boson     	0.72	42.64	-25.01	94.367
198	b-quark     	-14.25	17.94	7.28	24.4003
198	anti-b-quark	-4.75	51.06	44.72	68.1692
199	b-quark     	2.64	34.78	4.38	35.4016
199	anti-b-quark	0.36	59.22	68.62	90.7376
200	b-quark     	-0.12	-6.6	3.68	8.6365
200	anti-b-quark	-5.88	-23.4	12.32	27.4115
201	b-quark     	67.08	17.82	-4.93	69.7069
201	anti-b-quark	18.92	15.18	-24.07	34.4273
202	b-quark     	1.08	64.4	73.15	97.5547
202	anti-b-quark	52.92	5.6	21.85	57.6783
203	b-quark     	-24.2	7.02	3.78	25.8202
203	anti-b-quark	-30.8	46.98	14.22	58.0985
204	b-quark     	-12.42	-44.1	-76.5	89.2681
204	anti-b-quark	-10.58	-25.9	-8.5	29.5376
205	b-quark     	-0.95	-68.82	-2.94	69.016
205	anti-b-quark	-18.05	-24.18	-4.06	30.7316
206	W-boson     	9.45	18	-7.56	83.255
206	W-boson     	17.55	27	-10.44	87.2178
207	b-quark     	14.85	10.56	21.08	28.1758
207	anti-b-quark	12.15	55.44	12.92	58.3576
208	b-quark     	12.4	-2.25	-38.13	40.3756
208	anti-b-quark	27.6	-12.75	-54.87	62.869
209	b-quark     	10.83	-36.26	31.16	49.1985
209	anti-b-quark	46.17	-37.74	44.84	74.7267
210	W-boson     	-2.24	1.88	-52.56	96.0836
210	W-boson     	-53.76	2.12	-20.44	98.8604
211	Z-boson     	5.11	-16.34	37.72	100.157
211	Z-boson     	1.89	-26.66	44.28	104.836
212	Z-boson     	-5.25	4.3	26.65	95.2465
212	Z-boson     	-9.75	5.7	14.35	93.0005
213	W-boson     	-18.8	-24.36	35.5	93.1023
213	W-boson     	-28.2	-33.64	35.5	98.2247
214	b-quark     	13.49	-9.36	3.76	17.3551
214	anti-b-quark	57.51	-2.64	4.24	57.8776
215	W-boson     	-29.7	12.75	21.62	89.2918
215	W-boson     	-15.3	2.25	1.38	81.8658
216	W-boson     	-27.06	-0	-5.76	85.008
216	W-boson     	-5.94	-65	-6.24	103.731
217	b-quark     	-1.02	4.56	-26.8	27.5236
217	anti-b-quark	-15.98	14.44	-40.2	45.7972
218	b-quark     	-9.94	-28.49	44.64	54.0434
218	anti-b-quark	-61.06	-48.51	3.36	78.1684
219	b-quark     	15.98	-23.31	15.08	32.3047
219	anti-b-quark	1.02	-13.69	42.92	45.2554
220	W-boson     	-19.5	17.4	9.68	85.0744
220	W-boson     	-58.5	11.6	34.32	105.809
221	b-quark     	-3.92	-86.24	0.56	86.432
221	anti-b-quark	-45.08	-11.76	3.44	46.9021
222	W-boson     	-6.3	-0.88	0.22	80.6316
222	W-boson     	-11.7	-87.12	0.78	119.115
223	b-quark     	3.6	-31.8	25.44	41.0958
223	anti-b-quark	56.4	-21.2	27.56	66.3884
224	b-quark     	-17.5	16.45	-8.74	25.8981
224	anti-b-quark	-52.5	18.55	-37.26	67.1277
225	b-quark     	0	45.44	-29.12	54.1317
225	anti-b-quark	0	25.56	-2.88	26.0592
226	b-quark     	-0.84	50.4	0.1	50.5801
226	anti-b-quark	-3.16	29.6	0.9	30.0737
227	W-boson     	-4.13	-19.61	-37	90.7279
227	W-boson     	-54.87	-17.39	-37	105.561
228	W-boson     	25.42	-50.92	-10.2	99.0152
228	W-boson     	36.58	-16.08	-19.8	91.922
229	W-boson     	-55.61	-34.56	-10.2	104.172
229	W-boson     	-11.39	-1.44	-19.8	83.5751
230	b-quark     	-61.41	67.24	72.25	116.318
230	anti-b-quark	-27.59	14.76	12.75	34.0456
231	b-quark     	9.52	-0.8	12.87	16.5644
231	anti-b-quark	58.48	-0.2	86.13	104.191
232	b-quark     	43.56	29.9	-2.72	53.0693
232	anti-b-quark	0.44	16.1	-65.28	67.3673
233	b-quark     	8.16	63.24	-22.63	67.7899
233	anti-b-quark	39.84	4.76	-50.37	64.5329
234	W-boson     	2	3.36	-35.42	87.925
234	W-boson     	38	4.64	-41.58	98.2617
235	b-quark     	69.56	-50.7	12.54	87.0851
235	anti-b-quark	24.44	-14.3	53.46	60.6403
236	b-quark     	29.92	30.69	95.04	104.342
236	anti-b-quark	38.08	0.31	0.96	38.322
237	b-quark     	56.43	-12.04	-99	114.664
237	anti-b-quark	42.57	-15.96	-1	45.6662
238	b-quark     	-24.94	0	11.88	27.9394
238	anti-b-quark	-61.06	97	24.12	117.203
239	b-quark     	-24.14	42.16	4.35	48.9551
239	anti-b-quark	-9.86	25.84	10.65	29.9303
240	b-quark     	-47.32	31.68	-19.6	60.3692
240	anti-b-quark	-43.68	56.32	-0.4	71.3969
241	b-quark     	19.89	-28.09	15.96	38.1688
241	anti-b-quark	19.11	-24.91	3.04	31.8185
242	b-quark     	0.36	-52.65	-37.12	64.5563
242	anti-b-quark	0.64	-28.35	-26.88	39.2955
243	b-quark     	55.8	7.59	57.2	80.3776
243	anti-b-quark	37.2	25.41	30.8	54.7323
244	Z-boson     	-42.12	-42.57	44.85	117.955
244	Z-boson     	-11.88	-0.43	24.15	95.0797
245	b-quark     	1.38	-21.12	-22.31	31.0349
245	anti-b-quark	4.62	-11.88	-74.69	75.8851
246	b-quark     	48.84	34.86	-52.93	80.1225
246	anti-b-quark	25.16	48.14	-26.07	60.3954
247	b-quark     	46.2	14.2	25.2	54.668
247	anti-b-quark	13.8	56.8	9.8	59.4154
248	W-boson     	15.51	-0.36	0	81.8635
248	W-boson     	31.49	-0.64	57	103.45
249	b-quark     	9.24	-42.4	-14.07	45.8102
249	anti-b-quark	32.76	-10.6	-52.93	63.2822
250	W-boson     	9.66	-2.16	1.77	81.0065
250	W-boson     	59.34	-69.84	57.23	134.667
251	b-quark     	31.36	37.13	-3.44	48.9019
251	anti-b-quark	24.64	41.87	-82.56	95.8846
252	Tau-lepton  	3.9	29.04	-4.7	29.7284
252	Tau-lepton  	22.1	14.96	-0.3	26.748
253	b-quark     	-27.59	-29.5	0.76	40.6141
253	anti-b-quark	-3.41	-20.5	37.24	42.8505
254	W-boson     	45.76	-15.62	-1.45	93.8137
254	W-boson     	6.24	-6.38	-3.55	80.9518
255	b-quark     	-30	2.75	-9.38	31.828
255	anti-b-quark	-10	2.25	-4.62	11.995
256	W-boson     	4.5	0.91	-23.66	83.9155
256	W-boson     	1.5	90.09	-2.34	120.768
257	b-quark     	-38.48	50.4	2.91	63.6145
257	anti-b-quark	-13.52	12.6	94.09	95.9789
258	b-quark     	68.89	24.96	12.71	74.4839
258	anti-b-quark	14.11	53.04	18.29	58.0028
259	Tau-lepton  	3.24	28.05	8.46	29.5301
259	Tau-lepton  	0.76	22.95	85.54	88.5863
260	b-quark     	-58.74	11.66	6.8	60.4157
260	anti-b-quark	-30.26	10.34	78.2	84.589
